nomor,tahun,judul,deskripsi,lokasi,status,detail_url,scraped_at
158,1967,"Ancaman Penggusuran di Tiga Desa (Desa Komodo, Desa Papagarang, Desa Rinca) dalam Taman Nasional Komodo untuk Kepentingan Pariwisata dan Konservasi","Rencana Pariwisata dan Wilayah Konsrvasi di Desa Komodo, Pulau Komodo, NTT",Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/XzdGcDJvak43QWM,2026-06-09T06:45:32.726994+07:00
159,2012,"Ancaman Penyingkiran Akibat Industri Pariwisata Melalui Kebijakan Badan Otorita Pariwisata (BOP) Labuan Bajo, Flores","Pada umumnya, masyarakat di Desa Gorontalo merupakan masyarakat asli yang mengenal sistem pembagian lahan berdasarkan hukum adat. Lahan yang sekarang diduduki oleh 215 jiwa adalah lahan yang pada 1999 dibagikan oleh kepala adat (Tua Golo) kepada sejumlah masyarakat. Namun, masyarakat tidak mengetahui bahwa tanah yang mereka duduki dan garap pada saat itu merupaan kawasan hutan yang berstatus Hutan Produksi (HP). Masyarakat tahu bahwa untuk tinggal di atas kawasan hutan merupakan tindakan ilegal di mata hukum formal yang berlaku. Tapi, mereka tidak memiliki pilihan.",-,Pariwisata,https://tanahkita.id/data/data/konflik/detil/VkhaWHFMRTZPVDQ,2026-06-09T06:45:32.726994+07:00
160,2018,"Konflik Lahan di Perbatasan Taman Nasional Kelimutu, Ende, Pulau Flores",Penetapan kawasan Taman Nasional Kelimutu (TNK) tidak sepenuhnya berdasarkan hasil sosialisasi kepada masyarakat sekitar.,Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/djhGOUJETVR6Mzg,2026-06-09T06:45:32.726994+07:00
161,2017,Konflik Nelayan Desa Tamasaju dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,"Pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul dalam rangka reklamasi menyebabkan rusaknya lingkungan di Desa Tamasaju khususnya di pesisir dan lautnya, dan juga menyebabkan terganggunya perekonomian masyarakat.",Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/T2d6S25rYmJTQTg,2026-06-09T06:45:33.911532+07:00
162,2017,Konflik Nelayan Desa Tamalate dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,"Pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul dalam rangka reklamasi menyebabkan rusaknya lingkungan di Desa Tamalate khususnya di pesisir dan lautnya, dan juga menyebabkan terganggunya perekonomian masyarakat.",Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/MmZTaE1rdXUyelE,2026-06-09T06:45:33.911532+07:00
163,2017,Konflik Nelayan Desa Sampulungan  dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,"Pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul dalam rangka reklamasi menyebabkan rusaknya lingkungan di Desa Sampulungan khususnya di pesisir dan lautnya, dan juga menyebabkan terganggunya perekonomian masyarakat.",Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/cVI4b0J0a3Zkams,2026-06-09T06:45:33.911532+07:00
164,2017,Konflik Nelayan Desa Kaluku Bodo dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,"Pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul dalam rangka reklamasi menyebabkan rusaknya lingkungan di Desa Kaluku Bodo khususnya di pesisir dan lautnya, dan juga menyebabkan terganggunya perekonomian masyarakat.",Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/amhrckVLNkwxODg,2026-06-09T06:45:33.911532+07:00
165,2017,Konflik Masyarakat Desa Galesong Kota dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,Masyarakat Desa Galesong Kota yang umumnya berprofesi sebagai nelayan terganggu oleh adanya pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul sehingga pendapatan yang didapat menjadi berkurang.,Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/YTg4TEhZNG9MMUU,2026-06-09T06:45:33.911532+07:00
166,2017,Konflik Nelayan Desa Boddia dengan Pertambangan Pasir Laut PT. Boskalis dan PT. Jan De Nul,"Pertambangan pasir laut yang dilakukan oleh PT. Boskalis dan PT. Jan De Nul dalam rangka reklamasi menyebabkan rusaknya lingkungan di Desa Boddia khususnya di pesisir dan lautnya, dan juga menyebabkan terganggunya perekonomian masyarakat.",Pasir Laut,Pertambangan,https://tanahkita.id/data/data/konflik/detil/dXpRbGVnRTJHS2c,2026-06-09T06:45:33.911532+07:00
167,2019,Konflik Masyarakat  Tandam Hilir Satu dengan PTPN 2,"lambatnya proses penyelesaian (distribusi) lahan menyebabkan banyaknya konflik lahan yang terjadi di Sumatera Utara, salah satunya adalah konflik yang terjadi di Eks HGU PTPN II.

Dalam Konflik dilokasi ini semakin kompleks karena melibatkan begitu banyak aktor.tak sekedar antara masyarakat petani vs perkebunan, namun juga melibatkan konflik sesama petani, penggarap, preman serta pengusaha.

Selain bentrokan yang berujung pada jatuhnya korban, praktek-praktek kriminalisasi juga tumbuh subur di areal eks HGU PTPN II. Cara-cara kriminalisasi sering kali digunakan untuk mengusir petani yang sedang menguasai lahan.

Lemahnya pemahaman masyarakat petani tentang hukum bercampur baur dengan ketidakprofesionalan aparat penegak hukum dalam menyikapi persoalan dilahan Eks HGU PTPN II.",PTPN,Perkebunan,https://tanahkita.id/data/data/konflik/detil/Mmppa2YxdXlOTUk,2026-06-09T06:45:33.911532+07:00
168,2015,KONFLIK  DI WILAYAH KELOLA RAKYAT DI DESA PEMAYUNGAN KECAMATAN SUMAY KABUPATEN TEBO DENGAN PT. ALAM BUKIT TIGAPULUH (PT.Panda Lestari / WWF),"Wilayah Administrasi Desa Pemayungan  tanpa sepengatahuan masyarakat dan pemerintahan Desa dimasukkan kedalam izin Restorasi PT.ABT,izin PT.ABT Blok II seluas Â± 16.570 ha,dan setelah di overlay dengan Peta Administrasi Desa Pemayungan maka  ada sekitar 14.000 ha wilayah administrasi Desa Pemayungan yang masuk kedalam Izin PT.ABT.",Hutan Produksi,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/d1F4ZUhWbEhzdWM,2026-06-09T06:45:33.911532+07:00
169,2007,Konflik Antara Masyarakat Desa Pemayungan / Serikat Tani Sumay Mandiri dengan PT. Lestari Asri Jaya,"PT. Lestari Asri jaya telah mendapatkan pencadangan areal dari Menteri Kehutanan melalui Surat No. S.662/Menhut-VI/2009, tanggal 21 Agustus 2009 tentang perintah pemenuhan Kewajiban SP-1 IUPHHK-HTI. Sesuai dengan Surat Menhut tersebut disebutkan bahwa areal pencadangan IUPHHK-HT PT. Lestari Asri Jaya terletak di Kabupaten Tebo Propinsi Jambi seluas 61.495 Ha,Areal pencadangan PT. Lestari Asri Jaya juga telah mendapatkan dukungan dari Gubernur Jambi melalui Surat No. 522/3639/Dinhut/2008 tanggal 8 September 2008 perihal Rekomendari PT. Lestari Asri Jaya atas Permohonan Areal IUPHHK-HT yang terletak di Kelompok Hutan Pasir Mayang â€“ Sungai Sumai â€“ Sungai Mengatal di kabupaten Tebo, Propinsi Jambi. Selain itu, pencadangan ini juga telah mendapatkan dukungan dari Surat Bupati Tebo No. 522/487/Dinhut/2008 tanggal 15 Agustus 2008 perihal  Pertimbangan Terhadap Areal yang dimohon PT. Lestari Asri Jaya.Izin-izin yang keluar ini tidak melibatkanmasyarakat yang  secara langsung berada dikawasan yang masuk kearea pencadangan PT.LAJ lagi-lagi pemerintah dengan sengaja memberikan izin tanpa melihat dan turun langsung ke lokasi yang akan dijadikan areal pencadangan tersebut,masyrakat Desa Pemayungan sudah terlebih dahulu memanfaatkan lahan yang masuk ke areal pencadangan ini sebagai ladang dan kebun mereka.",HTI,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/LURyM3phVVNQQm8,2026-06-09T06:45:33.911532+07:00
170,2019,Konflik Masyarakat Adat Kedatukan besitang dengan TNGL,"Berdasarkan catatan, sejak tahun 1999 para pengungsi dari Aceh mulai berdatangan ke kawasan TNGL. Mereka eksodus ke Kecamatan Besitang, Kabupaten Langkat, Sumatera Utara.
Awalnya hanya ada enam kepala keluarga. Kini jumlahnya sudah mencapai hampir seribu kepala keluargaâ€”jumlah yang cukup untuk mengubah kawasan hutan menjadi areal perkebunan. Tak ayal, konflik horizontal dengan masyarakat sekitar tidak dapat dihindarkan. Parahnya, kondisi ini dijadikan tameng oleh para perambah untuk melakukan aktivitas ilegal di kawasan taman nasional. Dari sinilah cerita konflik lahan di Besitang dimulai.

Konflik lahan juga terjadi antara Taman Nasional Gunung Leuser dengan dua perusahaan perkebunan sawit, yakni Perkebunan PIR â€¦ dan PT â€¦.Â¹ Sebagian areal konsesi kedua perusahaan ini disinyalir masuk dalam kawasan taman nasional.

Akhir tahun 2006 Balai TNGL melakukan rapat dengan Kapolda Sumatera Utara dan Kepala Kanwil Badan Pertanahan Nasional (BPN) setempat. Pada kesempatan itu Kakanwil BPN mengatakan bahwa jika sebagian dari tanaman kelapa sawit kedua perusahaan tersebut terbukti masuk kawasan maka BPN akan membatalkan sertifikat dan hak guna usaha (HGU).

Senada dengan konflik sebelumnya, hal ini juga dijadikan alasan oleh para perambah untuk melakukan aktivitasnya. Ahtu Trihangga, penyuluh sekaligus staf Seksi Perlindungan, Pengawetan, dan Perpetaan Balai TNGL, menjelaskan hal ini secara rinci.

â€œAdanya perusahaan itu seolah-olah jadi pembenaran buat mereka, sampai mereka bilang jika perusahaan boleh beraktivitas di kawasan taman nasional kenapa kami tidak?â€ tuturnya penuh semangat. Luas hutan yang rusak akibat perambahan diperkirakan mencapai lebih dari 600 hektare.",Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/U0xobU9kalJaTE0,2026-06-09T06:45:33.911532+07:00
171,2019,Konflik Masyarakat Talun Sinuhil dengan PT. SPR,"keturunan / keluarga komunitas Marga Sirait,membuat peta  sebagai alat
untuk membuktikan kepemilikan lahan / tanah yang berada didalam
wilayah HGU perusahaan PT. Bakrie Sumatra Plantation ( BSP ) dan HGU Perusahaan PT. Sari Persada Raya
( PT. SPR ), dalam hal ini perusahaan telah melakukan klaim sepihak dan atau melakukan peyerobotan pada lahan yang dimiiki oleh komunitas marga Sirait.
Pada Lahan yang sedang berkonflik tersebut, terdapat batas alam yang menjadi titik orientasi dalam menentukan kawasan atau lahan yang menjadi wilayah kelolanya dan batas alam tersebut telah i diketahui dan disepakat bersama oleh Komunitas marga yang lahannya berbatsan dengan marga Sirait. Dan hal tersebut sudah terjadi dan disepakati sejak jaman Belanda.
Batas Alam yang menjadi titik ikat / orientasi pada lahan / tanah yang menjadi wilayah kelola Marga Sirait Adalah:
1. Sungai ( Sisi Utara: Aek Roka, Sisi Selatan : Aek Natio )
2. Perkampungan Lama ( Sisi Timur : Talun Joring, Sisi Barat : Huta Gereja, Sapilpil Bolon )
3. Makam Leluhur, berada ditengah lahan yang berkonflik",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/b0ZQMm9MamhscE0,2026-06-09T06:45:35.055183+07:00
172,2015,Konflik Masyarakat Adat Suku Talang Mamak VS PT. Alam Bukit Tiga puluh ( PT. Panda Lestari / WWF ),"Konflik  Antara mansyarakat yang memperjuangkan wilayah adat dimulai pada saat terbitnya Surat keputusan Kepala Badan Koordinasi Penanaman Modal no.7/1/IUPHHK-HA
/PMDN/2015 berdasarakan dokumen yang dikeluarkan oleh kantor lingkungan hidup Tebo dan
bupati Tebo pada tanggal 24 juli 2015 dikeluarkanlah Izin Restorasi PT.Alam Bukit Tigapuluh,
total penguasaan lahan yang diberikan kepada perusahaan yang bergerak di bidang Restorasi
Ekosistem ini seluas Â± 39.200 ha yang terbagi kedalam 2 blok,yaitu blok barat dan timur.",Hutan Produksi,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/M0RzX1BPVDFHZ0U,2026-06-09T06:45:35.055183+07:00
173,2002,LAHAN USAHA II TRANSMIGRAN DESA PANDAN SEJAHTERA DAN IZIN PT. INDONUSA AGRO MULIA,"Penempatan Transmigran di Desa Pandan Sejahtera berdasarkan Surat Keputusan Kepala Dinas Tenaga Kerja dan Transmigrasi Provinsi Jambi , Nomor Kep : 173.RP.01.35.2002, tanggal 22 Mei 2002,Keputusan Penetapan Penempatan Transmigran kabupaten Tanjung Jabung Timur , UPT.LAGAN/SIMPANG PANDAN sebanyak 300 KK/ 1.185 jiwa.",area transmigran,Transmigrasi,https://tanahkita.id/data/data/konflik/detil/RkljQzhoOFBfNms,2026-06-09T06:45:35.055183+07:00
174,2007,"Konflik Kelompok Tani Sakato Jaya, Desa Lubuk Mandarsyah Kecamatan Tengah Ilir Kabupaten Tebo Dengan PT. WKS","Konflik yang terjadi di Desa Lubuk Mandarsah mengarah ke proses penyelesaian, pasca Terbunuhnya Indra Pelani Pada Tahun 2015 hingga sekarang masyarakat masih bertahan dan belum ada penyelesaian terkait konflik dan kejelasan status serta hak atas tanah yang sudah dikuasai dan dikelola,  proses yang akan di lalui masih membutuhkan waktu, hal ini terkait dengan pilihan penyelesaian konflik yang akan dilakukan  nantinya dan juga tuntutan atas lahan seluas Â± 1500 Ha.",HTI,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/ZDBSU2ZRc1cwV2M,2026-06-09T06:45:35.055183+07:00
175,2015,Konflik Kehutanan PT Kalista Alam di Rawa Tripa,"Masyarakat merasa dirugikan atas pengalih fungsian hutan lindung menjadi lahan perkebunan sawit oleh PT Kalista Alam yg membuat masyarakat kesulitan air bersih, kehilangan mata pencarian, dan terancam bencana alam.Tidak sampai disitu, hewan - hewan dilindungi yang selama ini menghuni hutan kawasan lindung itu, seperti orangutan, beruang, dan harimau, kerap masuk ke permukiman yg membuat resah warga",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/NzJLZE1GNC04c1U,2026-06-09T06:45:35.055183+07:00
176,2005,Konflik  PT Sinar Kaloy Perkasa Indo (PTSKPI) di Aceh Tamiang,"Pada tahun 2005, tanah seluas 60 ha yg berada di wilayah Kawasan Konservasi Gunung Titi Akar dijadikan proyek pengembangan tanaman karet rakyat sebagai penyangga oleh Kantor Perkebunan Aceh Taming dengan dana yg bersumber dari APBD tahun 2005. Namun daerah ini, tahun 2007 sudah diperjualbelikan secara bawah tangan, kepada pihak PT Sinar Kaloy Perkasa Indo, seluas 195 Ha. Namun Dinas Kehutanan dan Perkebunan (Dishutbun) Aceh Tamiang tidak mengambil tindakan (membiarkan). Pada tanggal 31 Oktober 2008, Dishutbun Aceh Tamiang mengeluarkan Rekomendasi Penambahan Lahan di Kawasan Konservasi Gunung Titi Akar, dengan surat nomor 522/2350/2008 dan SK BUPATI 1 Juni 2008 menerbitkan Rekomendasi Ijin Usaha Perkebunan Nomor 522/9187/2008 berikut mengesahkan peta lokasi, PT SKPI juga meminta rekomendasi ijin penambahan 200 hektar lahan yg berada di kawasan Konservasi Gunung Titi Akar tersebut. Sengketa warga Desa Wonosari dan PT. Sinar Kaloy Perkasa Indo (Perusahaan HGU) terjadi sejak tahun 2008 sampai Oktober 2011, tidak ada penyelesaian konkrit oleh Pemda Aceh Tamiang, dalam hal ini Bupati, Kepala Dinas Kehutanan dan Perkebunan serta DPRK Aceh Tamiang dan telah menimbulkan keresahan di tengah-tengah masyarakat Masih Nanok, padahal PT. Sinar Kaloy Perkasa Indo telah memiliki HGU seluas 500 Ha (sebelumnya) SK HGU No. 24-HGU-BPN-RI-2007 tanggal 29 Mei 2007 tidak bermasalah dengan masyarakat  pada september 2010, keluar Keputusan Gubernur",Perkebunan Karet,Perkebunan,https://tanahkita.id/data/data/konflik/detil/M0NiUGphNGdYcVk,2026-06-09T06:45:35.055183+07:00
177,2010,PT. Bumi Flora Menyerobot Lahan Warga  di Empat Kecamatan,"PT. Bumi Flora melakukan penyerobotan lahan warga Masyarakat di empat kecamatan yaitu Banda Alam, Peudawa, Idig Tunong, Darul Ikhsan, dan Idi Timur, sejak tahun 1990, dengan luas lahan kurang lebih 3.400 ha, Sengketa lahan ini mucul ketika Pemerintah Kabupaten Aceh Timur mengeluarkan izin terhadap 3.000 hektar lahan yang dipersengketakan antara warga dengan HGU PT Bumi Flora.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/SGUwaXpkakZ3RWs,2026-06-09T06:45:35.055183+07:00
178,1985,"Konflik Perkebunan PT Karya Tanah Subur dengan 4 Kampung  di Kecamatan Bubon,","PT KTS sudah mengambil tanah warga Kecamatan Bubon Kabupaten Aceh Barat lebih dari 5.000 hektare. Penyerobotan itu terjadi di empat gampong (desa) di Kecamatan Bubon semenjak tahun 1985.  Anak perusahaan PT Astra Agro, PT Karya Tanah Subur (KTS), warga setempat sudah mulai mengarap tanah berada di sekeliling mereka yang luasnya hampir setengah hektar per kepala keluarga meskipun dinyatakan milik perusahaan. Padahal awalnya itu adalah tanah warisan keluarga yang dipenuhi tanaman karet. warga yang memiliki tanah milik keluarga itu pun belum memiliki sertifikat bidang tanah namun hanya berpatok pada batas alam batang durian besar yang ditanami orang tua mereka. PT KTS awalnya hanya memiliki hak guna usaha seluas 5.327 ha, namun saat ini HGU mereka sudah mencapai 10 ribu hektare lebih. Adapun kawasan yang diklaim warga diserobot perusahaan yakni kampong Cot Lada, Blang Siebeutong, Cot Keumuneng dan Liceuh",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/data/konflik/detil/bEpVT0lnTm80RXc,2026-06-09T06:45:35.056287+07:00
179,2014,Konflik Pertambangan PT Mikro Metal Perdana (MPP) VS  Desa Kahuku,"Pulau Bangka menjadi perhatian pemerhati lingkungan dan terus menjadi berita di Sulawesi Utara sejak kehadiran PT MMP yang pada 2008 mendapat IUP eksplorasi bijih besi dari Bupati . Izin itu berupa pemberian hak kepada PT MMP untuk melakukan eksplorasi pada lahan seluas 1.300 hektar atau 27 persen dari luas total Pulau Bangka. Pada 2010, Sompie kembali mengeluarkan IUP yang memperpanjang izin eksplorasi PT MMP serta memperluas wilayah eksplorasi menjadi 2.000 hektar atau 41,66 persen dari luas Pulau Bangka. Warga Bangka pun terpecah menjadi dua, yang menerima kehadiran PT MMP dan yang menolak pertambangan. Warga yang menolak dan didukung oleh aktivis lingkungan beralasan bahwa Bangka punya peran penting dan punya kekayaan hayati laut yang khas. Pulau ini juga memiliki terumbu karang yang sangat baik. Warga penolak tambang lalu mendaftarkan gugatan terhadap izin PT MMP yang diberikan Bupati Minut ke PTUN Manado pada 2012. Tuntutan hukum mereka berdasar pada fakta bahwa Pulau Bangka nyata-nyata adalah pulau kecil, seperti tercantum dalam Undang-Undang Nomor 27 Tahun 2007 tentang Pengelolaan Wilayah Pesisir dan Pulau-pulau Kecil, yang mengatur bahwa usaha pertambangan pada pulau yang ukurannya lebih kecil dari 2.000 kilometer persegi adalah ilegal.",Pasir Besi,Pertambangan,https://tanahkita.id/data/data/konflik/detil/cUNhaEVUSlROOHM,2026-06-09T06:45:35.056287+07:00
180,2012,Konflik PT. Sumber Energi Jaya (SEJ) dengan Warga Desa Picuan,"PT Sumber Energi Jaya (PT SEJ), perusahan tambang emas yang beroperasi di Minahasa Selatan (Minsel), melingkupi area yang ditenggarai lintas kabupaten di Provinsi Sulawesi Utara (Sulut). Disisi lain adalah masyarakat beberapa desa seperti Tokin, Picuan, Karimbow yang pada akhir tahun 2000-an sempat beralih profesi dari masyarakat tani menjadi masyarakat pertambangan pasca temuan adanya kandungan emas di desa mereka tersebut. Berawal dengan upaya penahanan pemilik area tambang rakyat di Desa Picuan oleh aparat negara bersenjata lengkap, pada  4 Juni 2012. Polisi menyerang warga desa menjelang tengah malam, sekitar pukul 22.30 WITA, yang menyebabkan sejumlah warga desa tertembak dan mengalami luka-luka. Kejadian ini bermula dari konflik pertambangan. Warga desa Picuan menolak kehadiran perusahaan tambang swasta, yaitu PT. Sumber Energi Jaya (SEJ). Bagi warga, kehadiran perusahaan swasta itu akan menggusur pertambangan rakyat. Sebab, kawasan tersebut memang kawasan tambang rakyat.",Emas,Pertambangan,https://tanahkita.id/data/data/konflik/detil/NWRvX1hlbHF5YW8,2026-06-09T06:45:35.056287+07:00
