nama_perusahaan,jenis_badan_usaha,provinsi,nib,npwp,telepon,email,alamat,jumlah_izin,jumlah_izin_nikel,jumlah_izin_lainnya,status_iup,komoditas,golongan,lokasi_izin,total_luas_ha,nilai_investasi_usd_juta,nilai_investasi_idr_miliar,tahun_investasi,kapasitas_produksi_ton_tahun,jenis_kapasitas,status_operasional,sumber_data_investasi,sumber_data_kapasitas,catatan
PUTRI GLORY ELSHADAY,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220004521606,001973670*******,081218239997,putrigloryelshaday@gmail.com,"AKR TOWER LT. 16A, JL. PANJANG NO. 5 RT 011 RW 010",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE,4086.00,,,,,,,,,
PUTRI WULANDARI,Perusahaan Komanditer (CV),Sulawesi Tenggara,1710220071016,001987551*******,082219158848,cv1putriwulandari@gmail.com,"Jalan Poros kulahi No 51, Desa/Kelurahan Kulahi, Kec. Wawotobi, Kab.
Konawe, Provinsi Sulawesi Tenggara",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,168.00,,,,,,,,,
RANASPI ARYANORI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2007230145541,001864593*******,0215704988_____,,"GEDUNG SAHID SUDIRMAN CENTER LT 42 UNIT F-H JL JEND SUDIRMAN, Nomor 86, RT 010, RW 011",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA UTARA,1050.00,,,,,,,,,
RAODAH BUMI SULTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220708812042,002678716*******,,,JL. SYECH YUSUF NO. 12 KENDARI SULAWESI TENGGARA,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,1699.00,,,,,,,,,
RIOTA JAYA LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220102411546,003159519*******,,,"Jalan Malaka Ruko Spazia RK K 01/08 RT 035 RW 007 KEL. Andounohu Kec. Poasia, KOTA KENDARI",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA UTARA,3389.90,,,,,,,,,
RIZQI BIOKAS PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1271001691106,084500683*******,,,"Jalan Malaka Perumahan Citraland Green Leaf Cluster Blok. E 01, Nomor 026 A, Rukun Tetangga 035, Rukun Warga 011",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,251.00,,,,,,,,,
RIZQI SINAR BIOKAS,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120115150359,080863146*******,,,"KEL WANGGUDU KEC.ASERA, KONAWE UTARA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,220.00,,,,,,,,,
ROHUL ENERGI INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120014180781,002191404*******,(021) 6915525,,"Jl. Tiang Bendera V No. 41-43 Blok N & O, Kel. Roa Malaka, Kec. Tambora, Jakarta Barat",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,3450.00,,,,,,,,,
ROSHINI INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120016112627,002695131*******,,,"Sampoerna Strategic Square, South Tower, Lt.30, Jl. Jend Sudirman Kav 45-46,",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,109.00,,,,,,,,,
SAMBAS MINERALS MINING,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120211172733,02667328*******,02127651937-38,,GEDUNG WISMA MRA LANTAI 16 ZONA C JL.TB SIMATUPANG NO.19 JAKARTA SELATAN,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE SELATAN,1008.00,,,,,,,,,
SENTRATAMA KARYA CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1244000710859,002530460*******,,,"Ruko Sedayu Square Blok C No.30 Jl Outer Ring Road RT/RW : 003/008 Kel Cengkareng Barat Kec. Cengkareng , Jakarta Barat 11730",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE SELATAN,1226.00,,,,,,,,,
SINAR JAYA SULTRA UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120202242708,001652689*******,,,"JL. SULTAN HASANUDDIN NO.67 KENDARI TELP. 0401-321023, FAX. 0401-325451 & JL. SYEH YUSUF IV NO.1. KENDARI",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,301.00,,,,,,,,,
ST NICKEL RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120013210317,002672532*******,,,JL. MARDANI RAYA GANG A NO. 27 RT 001/RW 005 CEMPAKA PUTIH BARAT JAKARTA,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE,1818.00,,,,,,,,,
STARGATE DUA PASIFIC RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220009162471,093547562*******,02129037688,sdpr.nickel@aspire.id,"PACIFIC CENTURY PLACE LT 18 UNIT 10A SCBD LOT 10 JL JEND SUDIRMAN, Nomor 52-53, RT 005, RW 003",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,461.10,,,,,,,,,
STARGATE PASIFIC RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220209721845,002623012*******,02129037688____,,"PACIFIC CENTURY PLACE LT 18 UNIT 10A SCBD LOT 10 JL JEND SUDIRMAN, Nomor 52-53",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,1213.20,,,,,,,,,
SUJUD BUMI BERKAH,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1111210017223,002237723*******,081316220567,ptsbb.ho@gmail.com,"GEDUNG RAUDHA LT.DASAR BLOK B2-1
JL.KUNINGAN BARAT II NO.21",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,168.00,,,,,,,,,
SULAWESI CAHAYA MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120104170125,003036076*******,02139525581____,,"TREASURY TOWER LT.69, DISTRICT 8, SCBD, LOT 28, JL. JENDERAL SUDIRMAN KAV.52-53, KEL. SENAYAN, KEC. KEBAYORAN BARU",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE,21100.00,,,,,,,,,
SULEMANDARA KONAWE,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1711230050682,002678820*******,082345678987___,,Jl. Poros Kendari - Kolaka KM 44 Pondidaha,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE,100.00,,,,,,,,,
SULTRA SARANA BUMI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120301301445,002620897*******,02166600035____,,"JL. MUARA KARANG BLOK Z8 UTARA No. 16, JAKARTA UTARA, DKI JAKARTA, INDONESIA 14450",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,2630.00,,,,,,,,,
SUMBER BUMI PUTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120100820033,083802002*******,,corp.sbp@gmail.com,"JL. MALAKA KOMPLEKS RUKO ANDOUNOHU SQUARE, 3, ANDONOHU, POASIA, KOTA KENDARI, SULAWESI TENGGARA 93232",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,218.21,,,,,,,,,
SURIA LINTAS GEMILANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1232000112694,003070100*******,0216322680,surialintas@gmail.com,JALAN AM. SANGAJI NOMOR 11 L-M,1,1,0,LEGAL,Nikel,,KAB. KOLAKA,760.00,,,,,,,,,
SURYA SAGA UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120404831799,002701875*******,085945228084,neosuryasagautama@gmail.com,"Jl. Perintis Kemerdekaan, Komplek Manggala Junction Blok A6",1,1,0,LEGAL,Nikel,,KAB. BOMBANA,1299.00,,,,,,,,,
TAMBANG BUMI SULAWESI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120104872587,002678623*******,02155964855____,,Jl. Pantai Indah Kapuk Komplek Toho E No. 11 RT. 001 RW. 003 Kel. Kamal Muara Kec. Penjaringan Kota Adm. Jakarta Utara Prov. DKI Jakarta,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,1533.00,,,,,,,,,
TAMBANG INDONESIA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0239010010496,002998842*******,085256750999,pttambangindonesiasejahtera@gmail.com,PULO GADUNG TRADE CENTRE (PTC) BLOK 8 A NO 21 JL. RAYA BEKASI KM 21 RAWA TERATE CAKUNG,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE SELATAN,831.15,,,,,,,,,
TAMBANG MATARAPE SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120114040481,086147671*******,,,"JI. Kebon Kacang Raya No. 25, Kel. Kebon Kacang, Kec. Tanah Abang, Kota Adm. Jakarta Pusat, Prov. DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,1681.00,,,,,,,,,
TAMBANG MINERAL MAJU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120308700933,002505459*******,02150105669____,tambangmineralmajugroup@gmail.com,"The Boulevard 6th Unit B1-B2, Jalan Fachrudin Nomor 5, RT 01, RW 07",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA UTARA,738.00,,,,,,,,,
TAMBANG PUSAKA BUMI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,2502250039275,084778801*******,0213441997,tambangpusakabumi@gmail.com,"SOPO DEL OFFICE TOWER & LIFESTYLE TOWER A, LANTAI 19, JALAN MEGA KUNINGAN BARAT III LOT 10 1-6 KAWASAN MEGA KUNINGAN",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,201.30,,,,,,,,,
TATARAN MEDIA SARANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1208220024479,03189752*******,,,"Citra Towers, Lantai 18 A.
Jl. Benyamin Sueb, Kav. A6.
Kemayouran",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,1597.00,,,,,,,,,
TEKONINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120001242176,001753873*******,0411874218,tekonindo@gmail.com,Jalan Anuang Nomor 86A,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,531.30,,,,,,,,,
TIMAH INVESTASI MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120004290061,001785153*******,02127095838,legal@pttim.co.id,JL. ISKANDARSYAH  I NO. 4,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,300.00,,,,,,,,,
TIRAN INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220001771164,002679500*******,0411420695_____,,"JL. A. PANGERAN PETTARANI, RUKO DIAMOND NO.40, PANAKKUKANG MAS, MAKASSAR, SULAWESI SELATAN",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,1411.35,,,,,,,,,
TITAN AGRO ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120211281836,003089644*******,,,"Ruko Pluit Village Mall lantai 3 & 4
Jalan Pluit Permai Raya No. 67",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,3029.00,,,,,,,,,
TONIA MITRA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120001842069,002334637*******,,,"PERUMAHAN CITRA LAND CLUSTER GREEN LEAF, Blok D1, Nomor 19, RT 000, RW 000",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,5891.00,,,,,,,,,
TOSHIDA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120601703006,002620769*******,,,JL. MALAKA NO. 25 TELP. 0405-393639,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA,5000.00,,,,,,,,,
TRIAS JAYA AGUNG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120213181239,002724237*******,0542232750,,"JL. WONOSARI NO. 40 RT. 023 KEL. GN. SARI ILIR, BALIKPAPAN KALIMANTAN TIMUR",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BOMBANA,512.00,,,,,,,,,
TRISED MEGA CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,3008220061908,031155947*******,,,"Rukan Plaza 5 Pondok Indah Blok D-17, Jl. Radio Dalam Raya, Gandaria Utara, Kebayoran Baru.",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,199.00,,,,,,,,,
TRISTACO MINERAL MAKMUR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120314011852,031191508*******,0217260234,tristaco_tmm@yahoo.co.id,RUKAN PLAZA 5 PONDOK INDAH BLOK D-17JL. RADIO DALAM RAYA,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,138.90,,,,,,,,,
UNAAHA BAKTI PERSADA,Perusahaan Komanditer (CV),Sulawesi Tenggara,1231000730528,001864807*******,08114223454,unaahabakti@gmail.com,Jl. P. Diponegoro,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,159.00,,,,,,,,,
VALE INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120005782069,001000541*******,0215249000,,SEQUIS TOWER LT. 20 UNIT 6 & 7 JALAN JENDERAL SUDIRMAN KAV. 71,4,4,0,LEGAL,Nikel,Mineral Logam,"KAB. KOLAKA; KAB. KOLAKA UTARA; KAB. MOROWALI, KAB. LUWU TIMUR",118017.00,,,,,,,,,
VISI DEBTINDO MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0220301281084,002506057*******,,,"JL. PANTAI INDAH SELATAN RUKO ELANG LAUT BLOK A NO. 20 RT/RW 003/003 KEL. KAMAL MUARA, KEC. PENJARINGAN, JAKARTA UTARA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE SELATAN,873.80,,,,,,,,,
WAJA INTI LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120317091203,002261817*******,,,Jl. Nelayan I,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA,210.30,,,,,,,,,
WANGGUDU SUMBER MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,1267000320593,080320543*******,,,"Jl Sultan Hasanuddin No 67, Kel. Tipulu, Kec. Kendaro Barat, Kota Kendari",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,203.00,,,,,,,,,
WAWONII MAKMUR JAYARAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120100872266,083363166*******,,,"GEDUNG BANK PANIN LT.5 JL JEND SUDIRMAN SENAYAN, JAKPUS",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE,950.00,,,,,,,,,
WIJAYA INTI NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,8120217272303,031205762*******,-,-,Jalan Anuang Nomor 86,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE SELATAN,1931.00,,,,,,,,,
WIJAYA NIKEL NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,0237010120257,072077555*******,085333361988,nikelnusantarawijaya@gmail.com,Bukit Mekongga,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KOLAKA,110.00,,,,,,,,,
WISNU MANDIRI BATARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tenggara,9120301483403,003185843*******,02127087878,ptwisnumandiribatara@gmail.com,JL. BRIGJEN M.YUNUS BY PASS RUKO SENAPATI LAND NOMOR 35 A KEL. KORUMBA KEC. MANDONGA KOTA KENDARI PROV SULAWESI TENGGARA,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,154.80,,,,,,,,,
YULAN PRATAMA,Perusahaan Komanditer (CV),Sulawesi Tenggara,0220106100365,93579417*******,,,KEL. TUOY KEC. UNAAHA KAB. KONAWE PROVINSI SULAWESI TENGGARA,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. KONAWE UTARA,107.00,,,,,,,,,
BERKAH DAYA MANDIRI,Perusahaan Perseroan Terbatas (PT),Gorontalo,0202010091256,080198313*******,02129941389____,,"BAKRIE TOWER LT. 9 KOMPLEKS RASUNA EPICENTRUM, JL. HR RASUNA SAID KARET KUNINGAN, SETIA BUDI JAKARTA SELATAN DKI JAKARTA",1,0,1,LEGAL,Batuan,Batuan,KAB. GORONTALO UTARA,173.00,,,,,,,,,
KARYA JAYA BAROQAH,Perusahaan Komanditer (CV),Gorontalo,0509240105951,20619023*******,085256787334___,,Dusun Irigasi Desa Tamaila Kecamatan Tolangohula,1,0,1,LEGAL,Diorit,Batuan,KAB. GORONTALO,5.96,,,,,,,,,
LION GLOBAL ENERGI,Perusahaan Perseroan Terbatas (PT),Gorontalo,1412210058506,002584643*******,02129601100____,,"Jalan Pangeran Jayakarta 141 Blok B-25, Desa/Kelurahan Mangga Dua Selatan, Kec. Sawah Besar, Kota Adm. Jakarta Pusat, Provinsi DKI
Jakarta",1,0,1,LEGAL,Emas,Mineral Logam,KAB. GORONTALO,4981.00,,,,,,,,,
MITRA BERLIAN PRATAMA,Perusahaan Perseroan Terbatas (PT),Gorontalo,9120315002933,076423481*******,082346736661___,,JL. PROF. DR. HB.  JASSIN KELURAHAN LIMBA U II KEC. KOTA SELATAN KOTA GORONTALO,1,0,1,LEGAL,Basalt,,KAB. GORONTALO UTARA,46.30,,,,,,,,,
RAGAM TAMBANG INDONESIA,Perusahaan Komanditer (CV),Gorontalo,0305240100111,99244643*******,085241213632___,,DESA SUKAMAKMUR KECAMATAN TOLANGOHULA,1,0,1,LEGAL,Granodiorit,Batuan,KAB. GORONTALO,2.30,,,,,,,,,
RIZKILLAH,Perusahaan Komanditer (CV),Gorontalo,0205230007668,040554734*******,082190876499___,,"Jalan Raja Bulango Dusun III Desa Dumati, Kecamatan Telaga Biru",1,0,1,LEGAL,Diorit,Batuan,KAB. GORONTALO,3.68,,,,,,,,,
WANHONG LOGISTIK MINERAL,Perusahaan Perseroan Terbatas (PT),Gorontalo,1229000502839,42442305*******,085256472050___,,Jl. Beringin No. 579 Kel. Tomulabutao Selatan Kec. Dungingi,1,0,1,LEGAL,,Mineral Logam,KOTA GORONTALO,,,,,,,,,,
ABADI DUA PUTRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,1510210000576,43868419*******,085298425388___,,"Bambakoro, Desa/Kelurahan Bambakoro, Kec. Lariang, Kab. Pasangkayu, Provinsi Sulawesi Barat,",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. PASANGKAYU,6.00,,,,,,,,,
ALAM SUMBER REZEKI,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0220006320447,76081991*******,085342637099___,,"JL. KOMPLEKS GRIYA GOLDEN HILL MANGGALA, , Kota Makassar,
Provinsi Sulawesi Selatan,",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MAMUJU TENGAH,69.85,,,,,,,,,
ANEKA BARA LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0220201272417,021009842*******,08121811725____,pt_abl@ymail.com,Jl. Raden Saleh No.18 Blok D-G,1,0,1,LEGAL,Andesit,,KAB. MAMUJU,183.20,,,,,,,,,
ANUGERAH BATU ANDALAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,3001240094472,004666101*******,081241217451___,,"JALAN HUSNI THAMRIN NO.19 BINANGA, KEC. MAMUJU, KAB. MAMUJU, SULAWESI BARAT",1,0,1,LEGAL,Andesit,Batuan,KAB. MAMUJU,93.00,,,,,,,,,
ANUGERAH BATU SILOPO,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0310230091681,050562853*******,08119251521,ptanugerahbatusilopo@gmail.com,BTN Marwah Greenlang Blok J nomor 8,1,0,1,LEGAL,Andesit,Batuan,KAB. POLEWALI MANDAR,55.50,,,,,,,,,
AZ ZAHRA,Perusahaan Komanditer (CV),Sulawesi Barat,9120017121236,,085211802311___,,BTN Axuri Blok O No. 15 Rimuku Mamuju Sulawesi Barat,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MAMUJU,55.20,,,,,,,,,
BINA MITRA TOPOYO,Perusahaan Komanditer (CV),Sulawesi Barat,2408210028241,66475742*******,085238693766___,,"JL. TRANS SULAWESI, Kel. Topoyo Kec. Topoyo Kab. Mamuju Tengah Prov. Sulawesi Barat",1,0,1,LEGAL,Pasir,Batuan,KAB. MAMUJU TENGAH,2.50,,,,,,,,,
BINTANG PRATAMA PERKASA MANDIRI,Perusahaan Komanditer (CV),Sulawesi Barat,2912210017709,53696553*******,081356515599___,,"Dusun Kalukumbeo, Desa Lariang, Kec. Tikke Raya, Kab. Pasangkayu",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. PASANGKAYU,5.00,,,,,,,,,
BONEHAU PRIMA COAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,2511210047134,002557173*******,0811461303_____,,jalan anuang nomor  B6 A kel maricaya selatan  kec. mamajang  kota makassar sulawesi selatan,1,0,1,LEGAL,Batubara,Batubara,KAB. MAMUJU,98.00,,,,,,,,,
BUTTU BATU INDAH,Perusahaan Komanditer (CV),Sulawesi Barat,3004240129733,20168610*******,081243367706,buttubatuindah@gmail.com,SIKUKU,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MAMASA,7.80,,,,,,,,,
CADAS INDUSTRI AZELIA MEKAR,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0506230044866,40948943*******,082123239788___,,"Ling. Baruga, Kel. Baruga, Kec. Banggae Timur, Kab. Majene Prov. Sulawesi Barat",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MAJENE,31.63,,,,,,,,,
CAHAYA TIGA SAHABAT,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0220306181257,93307487*******,082191333082___,,"BTN PESONA TALUMUNG PERMAI BLOK F NOMOR 9, Kel. Lembang, Kec. Banggae Timur, Kab.  majene, Prov. Sulawesi Barat",1,0,1,LEGAL,Andesit,Batuan,KAB. MAJENE,45.00,,,,,,,,,
DWI PERKASA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,9120010232783,093868140*******,081342178450,ptdwiperkasanusantara@gmail.com,Jalan Jeruk ,1,0,1,LEGAL,Pasir,Batuan,KAB. PASANGKAYU,74.00,,,,,,,,,
EMBRIO INTERNASIONAL INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,9120111020374,092547548*******,081341027480___,,"Jalan Diponegoro No. 95, Desa/Kelurahan Baru, Kec. Palu Barat, Kota
Palu, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Pasir,Batuan,KAB. PASANGKAYU,23.40,,,,,,,,,
FAUZAN,Perusahaan Komanditer (CV),Sulawesi Barat,9120204202482,90376161*******,081248504711___,,"Dusun Saluponto, Kel. Bambakoro, Kec. Lariang, Kab. Mamuju Utara, Prov. Sulawesi Barat",1,0,1,LEGAL,Pasir,Batuan,KAB. PASANGKAYU,8.00,,,,,,,,,
HASILINDO UTAMA INVESTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,9120111132615,93502203*******,082339452765___,,"Ruko CBD Palm Blok C, No 7, Pegadungan, Kalideres, Jakarta Barat, DKI Jakarta.",1,0,1,LEGAL,Andesit,Batuan,KAB. POLEWALI MANDAR,49.48,,,,,,,,,
HORAS MANDIRI TO MARIO,Perusahaan Komanditer (CV),Sulawesi Barat,0809220050973,60903771*******,081355755759___,,"Somba utara, Desa Mosso, Kecamatan Sendana, Kabupaten Majene, Provinsi Sulawesi Barat",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MAJENE,10.50,,,,,,,,,
INTI KARYA POLMAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,1006240129452,002636575*******,,,"JL. HA DEPU NO. 119 POLEWALI, KAB. POLEWALI MANDAR",1,0,1,LEGAL,Galena,Mineral Logam,KAB. POLEWALI MANDAR,776.06,,,,,,,,,
INTI KONSTRUKSI ABADI,Perusahaan Komanditer (CV),Sulawesi Barat,1811220043818,61724027*******,081356355495___,,Dusun Tapparang RT 000 RW 000 Pokkang Kalukku Kab mamuju Prov Sulawesi Barat,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. PASANGKAYU,5.80,,,,,,,,,
IRA MANDIRI,Perusahaan Komanditer (CV),Sulawesi Barat,2902240024961,92608443*******,082394135997___,,DUSUN LABUAN Desa Sarudu Kec Sarudu Kab Pasangkayu  Provinsi Sulawesi Barat Kode Pos 91576,1,0,1,LEGAL,Pasir,Batuan,KAB. PASANGKAYU,2.60,,,,,,,,,
ISCO IRON,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,2511220027188,02433655*******,02157895507____,,"Menara Karya lantai 28 - Jl HR. Rasuna Said Blok X-5 Kav 1-2, Kuningan Timur, Jakarta Selatan",1,0,1,LEGAL,Besi,Mineral Logam,KAB. POLEWALI MANDAR,943.00,,,,,,,,,
ISCO POLMAN RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,9120100531537,002370961*******,,,"JL. BUDI UTOMO NO. 77 POLEWALI, KAB. POLEWALI MANDAR",1,0,1,LEGAL,Timbal,Mineral Logam,KAB. POLEWALI MANDAR,199.00,,,,,,,,,
JAYA PASIR ANDALAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,2410230129247,050820500*******,081355526155___,,"jl.husni thamrin no.19 kel.binanga,kec.mamuju,kabupaten mamuju, provinsi sulawesi barat",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MAMUJU,13.90,,,,,,,,,
KULAKA JAYA PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,9120319090035,072520475*******,,,Jalan Andi Depu Pasangkayu,1,0,1,LEGAL,Pasir Laut,Batuan,KAB. PASANGKAYU,1000.00,,,,,,,,,
LIBAS PERKASA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,1101240034729,099807056*******,081342178450___,ptlibasperkasanusantara@gmail.com,"Jl. I Gusti Ngurah	Rai,	Desa/Kelurahan Pasangkayu, Kec. Pasangkayu, Kab. Pasangkayu, Provinsi Sulawesi Barat",1,0,1,LEGAL,Pasir,Batuan,KAB. PASANGKAYU,36.10,,,,,,,,,
MANAKARRA MULTI MINING,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,0211210050016,002636852*******,085333029910,manakarramultimining@gmail.com,"Ruko Paramount Dotcom Blok O No.9, Jl. Lilin Raya, Tangeran, Banten - 15811",1,0,1,LEGAL,Mangan,,KAB. MAMUJU,132.00,,,,,,,,,
MANDAR PRIMA AGUNG,Perusahaan Perseroan Terbatas (PT),Sulawesi Barat,1801240087822,002328250*******,085396975808___,,JL PIPIT PEKKABATA POLEWALI KAB POLEWALI MANDAR SULAWESI BARAT,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. POLEWALI MANDAR,98.20,,,,,,,,,
