,,Targe,t Renstra 20,19 : 90%,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mikrosko pis,Rapid Diagnosti c Test (RDT),Total,,L,P,L+P,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,,,,,,
1,Aceh,5.371.532,55.026,31.947,22.600,54.547,"99,1",84,8,92,91,"98,9","0,02",,,,,,,,,,,,,,
2,Sumatera Utara,14.562.549,38.220,13.398,17.730,31.128,"81,4",590,443,1.033,977,"94,6","0,07",,,,,,,,,,,,,,
3,Sumatera Barat,5.441.197,10.065,6.226,3.013,9.239,"91,8",160,156,316,312,"98,7","0,06",,,,,,,,,,,,,,
4,Riau,6.971.745,8.792,3.425,5.342,8.767,"99,7",100,37,137,133,"97,1","0,02",,,,,,,,,,,,,,
5,Jambi,3.624.579,50.273,29.974,19.862,49.836,"99,1",43,23,66,66,"100,0","0,02",,,,,,,,,,,,,,
6,Sumatera Selatan,8.470.683,35.912,21.417,14.485,35.902,"100,0",355,247,602,594,"98,7","0,07",,,,,,,,,,,,,,
7,Bengkulu,1.991.838,28.015,17.187,10.825,28.012,"100,0",50,32,82,78,"95,1","0,04",,,,,,,,,,,,,,
8,Lampung,8.447.737,49.975,29.617,20.223,49.840,"99,7",1.009,512,1.521,1.469,"96,6","0,18",,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,1.488.792,52.894,33.168,18.947,52.115,"98,5",98,32,130,127,"97,7","0,09",,,,,,,,,,,,,,
10,Kepulauan Riau,2.189.653,3.555,1.804,973,2.777,"78,1",85,54,139,137,"98,6","0,06",,,,,,,,,,,,,,
11,DKI Jakarta,10.557.810,91,89,2,91,"100,0",83,8,91,70,"76,9","0,01",,,,,,,,,,,,,,
12,Jawa Barat,49.316.712,25.521,20.277,934,21.211,"83,1",396,40,436,421,"96,6","0,01",,,,,,,,,,,,,,
13,Jawa Tengah,34.718.204,42.832,38.617,1.727,40.344,"94,2",271,26,297,292,"98,3","0,01",,,,,,,,,,,,,,
14,DI Yogyakarta,3.842.932,7.650,7.620,30,7.650,"100,0",12,0,12,12,"100,0","0,00",,,,,,,,,,,,,,
15,Jawa Timur,39.698.631,30.533,25.292,224,25.516,"83,6",602,34,636,614,"96,5","0,02",,,,,,,,,,,,,,
16,Banten,12.927.316,655,86,561,647,"98,8",32,1,33,30,"90,9","0,00",,,,,,,,,,,,,,
17,Bali,4.336.923,10.725,8.922,1,8.923,"83,2",26,6,32,26,"81,3","0,01",,,,,,,,,,,,,,
18,Nusa Tenggara Barat,5.070.385,151.038,106.397,27.580,133.977,"88,7",606,348,954,936,"98,1","0,19",,,,,,,,,,,,,,
19,Nusa Tenggara Timur,5.456.203,540.372,455.186,80.410,535.596,"99,1",6.967,5.942,12.909,10.334,"80,1","2,37",,,,,,,,,,,,,,
20,Kalimantan Barat,5.069.127,33.320,16.932,14.064,30.996,"93,0",15,7,22,13,"59,1","0,00",,,,,,,,,,,,,,
21,Kalimantan Tengah,2.714.859,24.590,10.867,11.915,22.782,"92,6",170,32,202,187,"92,6","0,07",,,,,,,,,,,,,,
22,Kalimantan Selatan,4.244.096,18.177,10.082,7.973,18.055,"99,3",744,117,861,851,"98,8","0,20",,,,,,,,,,,,,,
23,Kalimantan Timur,3.721.389,15.384,7.349,6.546,13.895,"90,3",1.913,152,2.065,1.676,"81,2","0,55",,,,,,,,,,,,,,
24,Kalimantan Utara,742.245,5.337,1.947,2.720,4.667,"87,4",54,2,56,42,"75,0","0,08",,,,,,,,,,,,,,
25,Sulawesi Utara,2.506.981,14.318,5.620,8.183,13.803,"96,4",321,180,501,468,"93,4","0,20",,,,,,,,,,,,,,
26,Sulawesi Tengah,3.054.023,46.097,12.470,30.594,43.064,"93,4",105,74,179,160,"89,4","0,06",,,,,,,,,,,,,,
27,Sulawesi Selatan,8.851.240,23.359,13.240,9.291,22.531,"96,5",715,146,861,768,"89,2","0,10",,,,,,,,,,,,,,
28,Sulawesi Tenggara,2.704.737,20.975,9.358,9.319,18.677,"89,0",585,227,812,784,"96,6","0,30",,,,,,,,,,,,,,
29,Gorontalo,1.202.631,25.682,17.344,8.218,25.562,"99,5",20,12,32,32,"100,0","0,03",,,,,,,,,,,,,,
30,Sulawesi Barat,1.380.256,23.566,11.685,11.699,23.384,"99,2",189,5,194,194,"100,0","0,14",,,,,,,,,,,,,,
31,Maluku,1.802.870,83.669,60.611,21.648,82.259,"98,3",769,533,1.302,972,"74,7","0,72",,,,,,,,,,,,,,
32,Maluku Utara,1.255.771,58.817,44.295,14.169,58.464,"99,4",322,258,580,550,"94,8","0,46",,,,,,,,,,,,,,
33,Papua Barat,959.617,158.068,124.317,33.535,157.852,"99,9",4.156,2.923,7.079,6.907,"97,6","7,38",,,,,,,,,,,,,,
34,Papua,3.379.302,878.483,760.759,112.758,873.517,"99,4",121.410,94.970,216.380,204.053,"94,3","64,03",,,,,,,,,,,,,,
Indonesia,,268.074.565,2.571.986,1.957.525,548.101,2.505.626,"97,4",143.057,107.587,250.644,234.381,"93,5","0,93",,,,,,,,,,,,,,
No,Provinsi,Penderita Kronis Filariasis,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kasus Kronis Tahun Sebelumnya,Kasus Kronis Baru Ditemukan,Kasus Kronis Pindah,Kasus Kronis Meninggal,Jumlah Seluruh Kasus Kronis,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,,,,,,,,,,,,,,,,
1,Aceh,578,27,0,22,583,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,183,0,0,0,183,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,239,0,0,52,187,,,,,,,,,,,,,,,,,,,,,
4,Riau,236,0,0,79,157,,,,,,,,,,,,,,,,,,,,,
5,Jambi,267,20,0,0,287,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,169,0,0,3,166,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,64,0,0,0,64,,,,,,,,,,,,,,,,,,,,,
8,Lampung,40,0,0,7,33,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,104,0,0,2,102,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,31,50,0,0,81,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,23,0,0,0,23,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,781,9,52,3,735,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,439,33,1,69,402,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,412,0,0,150,262,,,,,,,,,,,,,,,,,,,,,
16,Banten,129,0,1,12,116,,,,,,,,,,,,,,,,,,,,,
17,Bali,18,0,0,16,2,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,10,0,0,0,10,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,1.542,0,0,2,1.540,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,254,0,0,9,245,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,90,0,0,38,52,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,23,0,0,3,20,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,319,0,0,0,319,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,15,0,0,4,11,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,20,0,0,0,20,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,193,8,1,7,193,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,82,0,0,0,82,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,62,0,0,12,50,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,4,1,0,0,5,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,43,12,0,0,55,,,,,,,,,,,,,,,,,,,,,
31,Maluku,37,2,0,0,39,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,34,0,0,7,27,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,622,467,0,0,1.089,,,,,,,,,,,,,,,,,,,,,
34,Papua,3.615,0,0,0,3.615,,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.681,592,2,425,10.758,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Pandu PTM,Persentase Puskesmas Pandu PTM,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,359,329,"91,64",,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,601,476,"79,20",,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,275,268,"97,45",,,,,,,,,,,,,,,,,,,,,,,
4,Riau,228,157,"68,86",,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,205,117,"57,07",,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,341,316,"92,67",,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,137,"76,54",,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,310,286,"92,26",,,,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,64,63,"98,44",,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,86,78,"90,70",,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,315,290,"92,06",,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.072,572,"53,36",,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,878,821,"93,51",,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,121,121,"100,00",,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,968,771,"79,65",,,,,,,,,,,,,,,,,,,,,,,
16,Banten,243,231,"95,06",,,,,,,,,,,,,,,,,,,,,,,
17,Bali,120,120,"100,00",,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,169,146,"86,39",,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,402,251,"62,44",,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,246,141,"57,32",,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,203,163,"80,30",,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,235,232,"98,72",,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,186,122,"65,59",,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,55,15,"27,27",,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,195,87,"44,62",,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,206,120,"58,25",,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,459,453,"98,69",,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,290,109,"37,59",,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,90,"96,77",,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,95,95,"100,00",,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,209,89,"42,58",,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,147,77,"52,38",,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,159,59,"37,11",,,,,,,,,,,,,,,,,,,,,,,
34,Papua,420,63,"9,92",,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.134,7.465,"73,66",,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten,Jumlah Kabupaten Memiliki Puskesmas Menyelenggarakan Upaya Keswa,Persentase Kabupaten Memiliki Puskesmas Menyelenggarakan Upaya Keswa,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,23,23,"100,0",,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,33,33,"100,0",,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,19,19,"100,0",,,,,,,,,,,,,,,,,,,,,,,
4,Riau,12,12,"100,0",,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,11,10,"90,9",,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,17,"100,0",,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,10,"100,0",,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,15,15,"100,0",,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,7,7,"100,0",,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,7,7,"100,0",,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,6,6,"100,0",,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,27,27,"100,0",,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,35,30,"85,7",,,,,,,,,,,,,,,,,,,,,,,
14,D I Yogyakarta,5,-,-,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,38,37,"97,4",,,,,,,,,,,,,,,,,,,,,,,
16,Banten,8,8,"100,0",,,,,,,,,,,,,,,,,,,,,,,
17,Bali,9,9,"100,0",,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,10,10,"100,0",,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,22,7,"31,8",,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,14,14,"100,0",,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,14,14,"100,0",,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,13,13,"100,0",,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,10,3,"30,0",,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,5,"100,0",,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,15,15,"100,0",,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,13,-,-,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,24,24,"100,0",,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,6,"35,3",,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,6,6,"100,0",,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,11,11,"100,0",,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,10,6,"60,0",,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,13,-,-,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,29,3,"10,3",,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,514,407,"79,2",,,,,,,,,,,,,,,,,,,,,,,
